#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-05-28T14:15:52 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-05-28T14:15:52	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-source=I/311/hip2&-out=HIP,RArad,DErad,pmRA,pmDE,Hpmag&-out.max=15000&Hpmag=&lt;6.5&-out.form=tsv	  Full request URL
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_1311
#Name: I/311
#Title: Hipparcos, the New Reduction (van Leeuwen, 2007)
#INFO	ivoid=ivo://cds.vizier/i/311	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/311	    IVOID of underlying data collection
#INFO	creator=van Leeuwen F.	    First author or institution
#INFO	cites=bibcode:2007A&A...474..653V	    Article or Data origin sources
#INFO	journal=A&A	    Journal name
#INFO	original_date=2007	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/311	    Dataset landing page
#INFO	publication_date=2017-12-22	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_1991.250:	eq_FK5 J2000
#Table	I_311_hip2:
#Name: I/311/hip2
#Title: The Astrometric Catalogue
#Column	HIP	(I6)	Hipparcos identifier	[ucd=meta.id;meta.main]
#Column	RArad	(F12.8)	Right Ascension in ICRS, Ep=1991.25	[ucd=pos.eq.ra;meta.main]
#Column	DErad	(F12.8)	Declination in ICRS, Ep=1991.25	[ucd=pos.eq.dec;meta.main]
#Column	pmRA	(F8.2)	Proper motion in Right Ascension	[ucd=pos.pm;pos.eq.ra]
#Column	pmDE	(F8.2)	Proper motion in Declination	[ucd=pos.pm;pos.eq.dec]
#Column	Hpmag	(F7.4)	Hipparcos magnitude	[ucd=phot.mag;em.opt.V]
HIP	RArad	DErad	pmRA	pmDE	Hpmag
 62757	192.90379429	+03.05673903	  -36.07	   19.47	 6.1787
 62763	192.92469932	+27.54073415	   -8.77	   -7.72	 5.0579
 62786	192.98729208	-39.68038465	  -25.89	  -19.25	 5.9640
 62788	192.99153021	-26.73835192	 -109.89	   32.36	 6.2131
 62799	193.02279654	-48.09429537	  -44.13	    4.24	 6.3275
 62807	193.05106616	+17.07395515	    1.16	   -4.68	 6.4210
 62821	193.10253090	-53.82992637	  -17.81	   -2.94	 6.4239
 62825	193.11468038	+16.12252588	  -43.14	  -11.82	 6.3458
 62861	193.26776715	-54.95248404	  -96.73	    4.07	 6.0695
 62867	193.27906899	-48.94325320	  -79.19	  -24.26	 4.4793
 62875	193.29712942	-03.55308986	 -262.79	   -3.87	 6.2183
 62886	193.32404415	+21.24502027	  -37.66	  -30.14	 5.0514
 62894	193.34124916	-60.32848621	   -4.39	   -1.44	 5.8444
 62896	193.35894135	-40.17881856	   70.84	  -22.54	 4.3163
 62931	193.45384769	-60.37624006	   -3.60	   -1.89	 5.9675
 62933	193.45697812	+12.41850105	   64.23	  -35.10	 6.3237
 62956	193.50680405	+55.95984299	  111.91	   -8.24	 1.7545
 62972	193.55478285	+33.53440335	  -90.51	   32.23	 6.3107
 62983	193.57809285	-11.64859569	 -138.10	   11.11	 6.0255
 62985	193.58822547	-09.53894652	  -18.08	  -19.52	 4.8309
 63003	193.64857324	-57.17789113	  -30.69	  -13.08	 3.9538
 63005	193.65383856	-57.16864394	  -32.49	  -10.92	 5.1100
 63007	193.66341675	-59.14666531	  -32.92	  -14.60	 4.5656
 63024	193.73556676	+47.19673766	  -17.24	   -6.11	 5.6709
 63031	193.74311823	-85.12342244	   67.20	   24.76	 5.6111
 63033	193.74460995	-44.15140652	 -237.89	 -230.95	 6.0129
 63066	193.83108961	-42.91570149	  -37.65	  -12.81	 5.5509
 63076	193.86897918	+65.43854739	   -4.80	  -30.09	 5.3073
 63090	193.90201354	+03.39759875	 -469.99	  -52.83	 3.4405
 63109	193.97189431	-15.32702210	  -18.85	   -0.98	 6.1936
 63117	193.98808241	-56.83580426	   -5.10	   -0.56	 5.3713
 63121	194.00252376	+38.31469153	 -232.86	   55.69	 6.1953
 63125	194.00767083	+38.31824601	 -235.08	   53.54	 2.8471
 63143	194.07350826	+54.09948305	  -77.69	    3.47	 5.9036
 63152	194.10788900	+65.99441516	   13.34	   -9.83	 6.4105
 63165	194.13216744	-72.18518243	  -17.21	  -11.69	 6.0931
 63204	194.24273381	-54.58731001	  -33.77	  -15.65	 6.4751
 63210	194.26825210	-51.19871609	  -30.15	  -14.61	 5.1524
 63211	194.28251283	+46.17692034	   -9.34	  -53.51	 6.2731
 63220	194.30284790	-12.06692417	  -15.73	  -10.05	 6.4562
 63243	194.38819075	-22.75346804	  -58.27	  -12.90	 6.4732
 63340	194.69709547	+75.47247504	   14.54	   13.90	 6.1651
 63355	194.73110802	+17.40936045	  -37.40	   34.14	 4.8555
 63414	194.91477292	-03.81194188	  -49.49	    8.99	 5.8511
 63432	194.98031611	+66.59730755	 -139.80	  -15.76	 5.5285
 63462	195.06868952	+30.78503673	  -22.49	   -6.98	 5.0453
 63490	195.13628779	-33.50509238	  -75.25	  -71.54	 6.0986
 63494	195.14982687	-03.36860813	  -18.66	   48.53	 6.1509
 63497	195.16190022	+18.37286517	 -235.38	   59.74	 6.3010
 63503	195.18160756	+56.36633118	  107.94	    2.05	 5.0063
 63533	195.29008425	+17.12320248	   -7.84	  -23.34	 6.1340
 63584	195.44646679	+63.61016314	 -171.70	   25.36	 6.1106
 63608	195.54483555	+10.95910189	 -273.80	   19.96	 2.9980
 63613	195.56574102	-71.54879895	  264.17	  -22.75	 3.7698
 63688	195.77233555	-71.47572318	  -11.51	   -2.86	 5.9425
 63724	195.88895004	-49.52723639	  -47.55	  -11.52	 4.8466
 63738	195.94177871	-20.58350967	  142.96	    5.28	 5.6918
 63820	196.20103509	-41.19628173	  -17.10	  -16.23	 6.2798
 63822	196.20742479	+73.02495233	  -18.33	    7.72	 6.4678
 63901	196.43526026	+35.79885189	  -37.04	   19.50	 5.1822
 63916	196.46783043	+45.26848983	  -13.88	   25.21	 5.7937
 63945	196.56970989	-48.46325368	  -29.85	  -15.17	 4.6551
 63948	196.58867972	+21.15350992	  -69.38	  -45.88	 6.0791
 63950	196.59410064	+22.61629052	   27.36	  -42.30	 5.4050
 63952	196.59525869	+62.04197400	   16.47	  -43.56	 6.3195
 63972	196.64603076	-41.58840742	   44.53	  -14.48	 5.7606
 64003	196.72595582	-35.86182295	   38.54	  -85.33	 5.6541
 64004	196.72776284	-49.90621585	  -26.15	  -12.03	 4.2058
 64022	196.79461605	+27.62490662	   33.68	  -69.18	 4.9175
 64033	196.85129162	-59.86049058	  -11.41	   -6.60	 6.0816
 64053	196.90966880	-53.45971464	  -37.35	  -20.24	 5.6901
 64077	196.97358329	+27.55610791	  -39.19	  -62.63	 6.3432
 64078	196.97417898	-10.74038505	   15.81	  -10.34	 5.3154
 64094	197.02982835	-65.30601745	   -4.26	   -2.18	 5.4825
 64108	197.08550671	-78.44596982	  -39.53	  -24.48	 6.4437
 64117	197.11599888	-67.79676253	   -9.87	   -0.11	 6.3949
 64122	197.13536707	-08.98422880	  -37.07	  -64.76	 5.7306
 64166	197.26367915	-23.11797272	  -20.08	  -39.81	 5.1032
 64179	197.30176001	+10.02246782	   21.90	   -0.53	 5.9557
 64181	197.30946691	-09.53809916	  -55.03	   -0.91	 6.4827
 64212	197.41134711	+37.42313194	 -105.52	    4.68	 6.1718
 64217	197.42517481	+38.53387046	  -13.32	    5.74	 6.2191
 64224	197.43870177	-10.32930879	  -13.29	   -8.39	 6.0791
 64226	197.44953124	+16.84864854	  -65.32	  -15.51	 6.0517
 64238	197.48754970	-05.53892927	  -36.28	  -31.22	 4.3690
 64241	197.49812571	+17.52911197	 -433.13	  141.24	 4.4292
 64246	197.51361913	+38.49887226	  -69.79	   44.04	 6.0008
 64320	197.74360807	-52.56685341	  -34.90	  -18.12	 6.0239
 64332	197.78725459	-42.23282808	  -76.48	  -26.06	 5.8965
 64348	197.84711471	-43.36850518	 -114.74	  -20.38	 5.4070
 64390	197.96408986	-69.94201959	   34.86	    1.45	 6.0100
 64394	197.97051114	+27.87603771	 -801.44	  882.04	 4.3607
 64395	197.97114316	-63.30298550	   -4.56	   -2.56	 6.4272
 64407	198.01451944	-16.19790312	   97.32	 -287.65	 5.1332
 64408	198.01444516	-37.80313624	 -381.72	   45.75	 4.9825
 64417	198.03509808	+24.25812877	  -22.40	  -41.87	 6.4783
 64425	198.07345486	-59.92053664	  -29.71	  -17.40	 4.5502
 64437	198.10606334	+80.47128193	   -6.81	   10.48	 6.4163
 64445	198.13729834	+11.55617019	  -52.28	  -30.13	 5.8831
 64466	198.20319315	-66.22676622	   25.65	    7.85	 5.9281
 64472	198.21191296	-42.69971196	  -26.72	   -3.76	 6.3614
 64478	198.23211336	-59.81634256	    7.28	 -108.32	 6.3222
 64496	198.30223868	+18.72712745	 -216.55	  -49.05	 6.2645
 64515	198.34742774	-50.69978512	  -32.34	  -16.94	 5.9112
 64520	198.36187003	-18.82638116	  -20.99	   -9.81	 6.3098
 64540	198.42908972	+40.15284754	  -51.21	   14.75	 5.1081
 64557	198.49083320	-43.13916095	 -150.15	   21.44	 6.2987
 64569	198.51835437	-02.80697775	  -36.21	   -2.62	 6.0856
 64577	198.54570711	-19.93133473	 -119.59	  159.61	 5.4722
 64580	198.55062360	-58.68390819	  -56.32	  -12.34	 6.0737
 64583	198.56428360	-59.10285954	 -248.81	 -154.51	 5.0087
 64587	198.57231906	-78.44744495	   -9.40	   -3.47	 6.0024
 64607	198.63017866	+11.33178486	   69.07	  -53.90	 5.7640
 64623	198.68068009	-48.95680473	 -109.97	  -89.78	 6.0019
 64651	198.78954053	-36.37135763	  -43.04	  -21.68	 6.3342
 64661	198.81249060	-67.89456339	  -36.46	  -11.36	 4.7571
 64692	198.88352098	+40.85517220	 -119.47	   11.53	 5.8342
 64725	198.99409265	-19.94282246	  303.48	 -114.86	 5.3748
 64774	199.11939848	+68.40796119	  -13.93	   15.77	 6.1876
 64790	199.18769143	-65.13812584	  -99.02	  -54.26	 6.1551
 64792	199.19463899	+09.42369289	 -333.83	  190.24	 5.3140
 64803	199.22129649	-31.50607658	   33.64	  -48.65	 5.2673
 64820	199.30431235	-66.78342286	  -14.98	   -6.64	 5.0187
 64822	199.30801309	-43.97944135	    3.43	  -12.29	 5.8814
 64823	199.31509743	+13.67564706	    7.41	   43.23	 5.4820
 64838	199.37455387	-00.67604128	  -68.06	   -9.60	 6.4325
 64844	199.38598809	+40.57256274	 -125.28	   18.47	 4.7902
 64852	199.40119508	+05.46984504	   -6.06	    9.14	 4.8642
 64906	199.56058504	+49.68201507	  -34.12	   19.33	 5.1358
 64924	199.60404981	-18.30861040	-1070.36	-1063.69	 4.8660
 64927	199.61544788	+34.09829284	   29.07	    5.85	 5.9579
 64933	199.64538060	-51.28574669	  -25.95	  -12.19	 6.1932
 64951	199.70140284	-79.97596125	  -18.30	  -22.92	 6.3412
 64962	199.73022254	-23.17141256	   68.99	  -41.85	 3.1521
 64979	199.76780339	+35.12793583	  -30.35	   18.88	 6.0854
 64994	199.82913936	-72.03547768	   -5.52	  -51.58	 6.1902
 65072	200.07914885	+40.15055595	  -57.81	   -2.82	 5.7608
 65108	200.14610020	-59.77275791	  -32.00	   -9.90	 6.2924
 65109	200.15027327	-36.71208083	 -341.11	  -86.14	 2.7717
 65112	200.15772680	-52.74778485	  -30.48	  -16.54	 5.4194
 65119	200.17335571	+02.94231658	  -61.88	  -10.77	 6.2932
 65129	200.20142999	-55.80069809	   -3.04	    3.93	 6.0897
 65144	200.24067927	-46.88005831	  -73.73	   20.49	 5.9232
 65183	200.37423831	-19.48928658	  -78.60	   -2.94	 6.2454
 65198	200.42366103	+02.08737066	  -59.58	  -52.60	 5.7157
 65230	200.51654856	+43.90333385	  -61.00	   16.46	 6.4121
 65241	200.54054038	+05.15485085	  -69.44	  -35.39	 5.9238
 65247	200.56787395	-52.18295144	   -4.18	   -1.41	 5.8719
 65271	200.65824915	-60.98835616	  -36.31	  -15.50	 4.4770
 65288	200.71874534	-47.94321903	   17.48	    0.16	 6.2353
 65289	200.71925377	-72.14667390	  -17.66	  -15.86	 6.0812
 65301	200.75477206	-17.73520383	  -49.71	  -29.39	 5.5196
 65303	200.76086606	-48.56278553	   -9.01	   -2.04	 6.3529
 65311	200.78601569	-33.18988732	  -17.59	    4.56	 6.2409
 65323	200.82877161	-04.92438795	  -18.69	  -15.84	 6.0137
 65376	200.97466242	+37.03394783	   15.09	  -11.01	 6.1552
 65378	200.98091528	+54.92541509	  119.01	  -25.97	 2.2540
 65387	201.00184758	-64.53561682	   28.90	  -21.52	 4.6800
 65420	201.13806832	-05.16392181	  157.91	  -35.25	 5.8582
 65466	201.27785330	+23.85443813	   -9.58	   -7.84	 5.7862
 65468	201.28066817	-74.88749740	 -107.80	 -132.25	 5.2101
 65474	201.29835228	-11.16124494	  -42.35	  -30.67	 0.8891
 65477	201.30589840	+54.98799865	  120.21	  -16.04	 4.0506
 65479	201.30889910	-64.48509211	 -154.55	  -22.31	 5.4087
 65522	201.45999484	-70.62725073	  -55.53	    0.70	 5.6555
 65535	201.53182942	-39.75496497	  167.72	  -57.79	 5.2982
 65536	201.53343006	+72.39149827	   22.55	   -9.76	 5.9196
 65545	201.54783704	-01.19248371	 -113.00	    4.91	 6.0254
 65550	201.56907073	+46.02810366	   30.45	  -18.73	 6.0431
 65581	201.68018547	-12.70761269	 -129.31	  -20.83	 5.3888
 65593	201.73384916	-41.49756487	   -9.09	    1.68	 5.8335
 65595	201.73841518	+78.64379559	 -140.67	   30.78	 5.8885
 65606	201.77666593	-49.14369512	  -15.67	   -5.99	 6.3223
 65630	201.83608557	-49.38128403	   -5.49	   -3.56	 6.2307
 65639	201.86349213	-15.97363072	 -121.74	   20.62	 4.9272
 65678	201.99886519	+52.74564271	 -102.19	  -22.02	 6.4140
 65721	202.10812652	+13.78018785	 -236.02	 -575.73	 5.1033
 65728	202.11324205	+59.94570299	  -78.67	   34.76	 5.4734
 65755	202.19510180	-69.62711257	  -21.51	  -16.04	 6.1753
 65783	202.28326692	-64.67577716	  -60.92	   -8.12	 6.1448
 65790	202.30431766	+10.81839590	  -59.44	  -35.79	 5.8173
 65810	202.35523112	-51.16511488	   -1.76	   -7.86	 5.0692
 65835	202.42841040	-23.28135756	  -57.68	   12.86	 5.4789
 65862	202.50032839	+07.17884152	    3.35	    5.55	 6.3165
 65892	202.60707590	-06.47029452	   44.54	   11.76	 6.1850
 65936	202.76111844	-39.40727978	  -15.67	  -10.49	 4.0636
 65951	202.81600831	+42.10608631	  -95.94	   27.79	 6.2375
 66006	202.99144188	-06.25571056	 -103.94	  -43.87	 4.7615
 66015	203.01194321	-18.72883645	  -97.15	  -16.79	 6.0705
 66019	203.02245143	-38.39875399	   44.31	  -35.95	 6.3112
 66065	203.14984202	-28.69271446	  -96.49	  -21.82	 5.7151
 66086	203.20071828	+24.34720989	   64.67	 -191.39	 6.2462
 66091	203.21536867	-15.36301229	  -76.31	   -0.49	 5.6871
 66098	203.24204609	-10.16490791	  -31.91	  -38.93	 5.3724
 66152	203.39966811	-65.63262256	  -33.99	  -27.37	 6.3634
 66198	203.53052089	+55.34844977	  -19.41	   -5.93	 5.6008
 66200	203.53293856	+03.65902498	   45.51	  -24.70	 4.9329
 66223	203.59104233	+38.78920928	   20.09	   22.55	 6.4401
 66234	203.61405612	+49.01590586	 -128.38	   28.05	 4.7197
 66236	203.62077542	-48.27214537	  -28.09	   -7.51	 6.3101
 66247	203.66866080	-13.21430631	  -47.39	   -7.87	 5.9343
 66249	203.67397824	-00.59593830	 -280.48	   49.05	 3.4147
 66257	203.69894293	+37.18243878	   84.63	   -9.34	 5.0194
 66320	203.88036286	-05.39639190	   16.08	   82.40	 5.8648
 66400	204.20212286	-26.49523631	  -85.87	   13.74	 5.7994
 66417	204.24624877	+24.61330309	  -26.20	   -2.02	 5.8021
 66427	204.27521618	-44.14316854	  -50.02	  -14.05	 6.1230
 66435	204.29606035	+71.24226657	  -36.69	   -6.45	 5.6647
 66438	204.30083698	-61.69157159	  147.12	 -120.05	 5.7357
 66454	204.34790588	-46.42784036	  -27.38	  -17.01	 5.8727
 66458	204.36540402	+36.29484052	  -95.54	   23.75	 4.8684
 66563	204.67552523	-29.56067987	  -85.72	  -76.84	 5.9088
 66574	204.69096337	-70.44475262	  -65.81	  -31.55	 6.2513
 66575	204.70401629	-57.62270230	  -10.28	   -5.34	 6.1678
 66607	204.80016426	-75.68377027	  -18.43	   -7.60	 6.3321
 66634	204.87741489	+52.92107173	 -136.39	   56.58	 5.5045
 66640	204.89451828	+10.74630151	 -114.96	  -11.74	 5.6573
 66645	204.92022564	-39.74756784	  -15.13	   -8.17	 6.3070
 66656	204.95244074	-40.05157494	  -48.56	  -54.91	 5.7645
 66657	204.97196970	-53.46636266	  -15.30	  -11.72	 2.2097
 66666	204.99957259	-49.95000096	 -100.11	   18.74	 5.5197
 66681	205.04500849	-64.57655442	  -69.79	    0.60	 5.8843
 66690	205.06511610	+31.01181289	  -74.34	   91.50	 6.3734
 66700	205.08932510	+57.20754192	  -48.57	   25.79	 6.3241
 66704	205.09728040	+50.51927236	 -124.02	   59.60	 6.4294
 66725	205.16301335	+28.06514088	  -68.63	    9.47	 6.3714
 66727	205.16874207	+19.95566312	  -45.88	   22.71	 5.7430
 66738	205.18455243	+54.68166154	  -19.06	  -10.56	 4.7124
 66753	205.23406391	-85.78599236	  -88.24	  -20.79	 5.6183
 66763	205.25982197	+22.49583146	  -16.12	  -25.92	 5.7952
 66798	205.37423729	+64.82243969	   55.31	  -12.01	 5.8763
 66803	205.40346128	-08.70308224	  -91.80	   40.22	 5.1029
 66821	205.43672812	-54.55936533	  -42.33	  -24.26	 4.9755
 66849	205.50467538	-58.78704971	  -31.75	  -11.63	 5.3788
 66860	205.55409664	+08.38860608	 -378.66	  -86.37	 6.2567
 66878	205.59559847	+82.75251129	   32.17	  -43.13	 6.0875
 66892	205.62030729	+41.67425206	  -85.88	   13.24	 6.4555
 66903	205.66410030	+78.06432593	  -64.60	   45.97	 6.0730
 66907	205.68092075	+34.98899439	   12.78	   11.88	 6.1381
 66924	205.72942822	-41.40095153	  -53.19	  -37.47	 6.1304
 66925	205.73382490	-56.76795967	   -6.77	   -3.88	 5.9761
 66936	205.76618421	+03.53807955	 -295.63	  -73.00	 5.5128
 66984	205.91706324	-42.06750984	  -19.12	    0.53	 5.9427
 66992	205.93805529	+22.70051249	   49.02	  -36.72	 6.2582
 67005	205.97831448	+52.06442748	  -18.62	   -5.23	 6.0369
 67036	206.06678378	-51.01240600	  -29.18	  -18.84	 6.4100
 67057	206.12424661	-16.17905866	   12.76	   -5.41	 5.7085
 67071	206.19042552	-25.50087950	  -60.01	  -21.89	 6.3714
 67139	206.39622125	-15.76740924	  -42.83	  -23.95	 6.2065
 67143	206.40390667	-26.11598465	  -72.81	   -9.76	 5.8211
 67153	206.42319445	-33.04336610	 -462.49	 -146.49	 4.3195
 67172	206.48471121	-12.42654686	  -19.75	    8.74	 5.6446
 67194	206.55680613	+41.08884878	 -113.58	  -43.22	 5.9497
 67199	206.56058678	-54.68331264	  -30.85	  -22.79	 6.4692
 67210	206.57957711	+38.50365631	  -49.26	  -13.29	 6.0853
 67231	206.64864724	+54.43269024	  -18.69	   -5.09	 5.6745
 67234	206.66403504	-51.43269767	   10.00	  -27.62	 4.7986
 67239	206.68056232	+25.70238084	  -18.47	  -58.73	 6.0808
 67244	206.73483912	-36.25190491	  -12.63	  -11.38	 5.1581
 67246	206.73925961	+06.35064231	 -509.71	 -110.51	 6.4640
 67250	206.74947857	+38.54275009	 -134.89	  -22.41	 5.6739
 67271	206.80585507	-09.70934869	   -3.18	  -42.63	 6.1861
 67275	206.81681931	+17.45677421	 -479.53	   53.49	 4.5949
 67288	206.85564383	-17.85976343	   60.31	  -31.28	 5.4895
 67292	206.86493690	-50.24932123	   58.61	   12.69	 5.9967
 67301	206.88560910	+49.31330297	 -121.17	  -14.91	 1.7994
 67304	206.91112397	-50.32066697	 -141.33	   -6.03	 5.6003
 67384	207.16141258	+31.19011459	   -6.14	   38.28	 5.7722
 67419	207.25846164	-28.36749046	  -49.31	  -59.71	 6.0988
 67457	207.36146348	-34.45063053	  -41.68	  -59.77	 4.1005
 67459	207.36957460	+15.79780581	  -94.22	   41.07	 4.1588
 67464	207.37623896	-41.68765986	  -26.77	  -20.18	 3.3237
 67472	207.40419920	-42.47368514	  -24.25	  -18.64	 3.3969
 67480	207.42841703	+21.26406420	   23.13	   16.88	 5.0624
 67485	207.43928543	+61.48954568	   63.11	  -95.72	 6.1272
 67494	207.46810201	-18.13407621	  -99.65	  -37.74	 5.1274
 67523	207.52725798	-29.08124033	  -50.59	  -32.55	 6.1963
 67545	207.60280344	+05.49722180	   10.72	   -0.05	 6.1594
 67548	207.61569742	+58.53942789	  -21.27	   13.16	 6.4843
 67605	207.78836899	+34.66452997	   10.77	  -54.30	 5.9770
 67627	207.85807311	+64.72328271	    1.34	   -5.15	 4.6219
 67648	207.90240124	-36.43300243	 -110.09	 -114.72	 6.4485
 67663	207.94679417	-46.89863022	  -18.19	  -15.90	 5.7124
 67664	207.94759844	-69.40124636	    4.94	   -4.36	 5.8297
 67665	207.94787293	+34.44431782	  -20.02	  -32.33	 4.7831
 67669	207.95677243	-32.99401664	  -34.54	  -28.21	 4.2763
 67696	208.00415619	-31.61913635	  -25.52	  -29.12	 6.2245
 67703	208.02041706	-52.81146394	  -40.86	  -27.25	 5.2427
 67714	208.07662521	+12.16515849	   27.06	   -8.10	 6.1234
 67782	208.29317898	+28.64806219	 -122.23	   29.19	 5.9747
 67786	208.30228446	-31.92758659	  -12.72	   -9.48	 4.7067
 67787	208.30396390	+17.93285539	  -34.02	    6.71	 5.8611
 67819	208.38675110	-35.66419392	  -83.39	  -25.36	 5.6321
 67836	208.42962670	-53.37328033	  -15.66	  -16.47	 5.8829
 67848	208.46267598	+53.72869224	  -28.65	   -7.10	 5.6983
 67851	208.46780203	-35.31419206	 -294.48	  -69.93	 6.3365
 67861	208.48852964	-47.12815338	   -8.93	   -4.15	 5.8200
 67890	208.56979862	-28.56942873	 -168.50	  -66.05	 6.2127
 67927	208.67131829	+18.39858670	  -60.95	 -356.29	 2.7957
 67929	208.67581836	-01.50307126	  -85.72	  -21.79	 5.3283
 67942	208.70473734	-67.65206428	  -17.64	  -15.66	 5.8680
 67953	208.74293655	-08.05876409	 -175.59	  -33.00	 6.2931
 67973	208.80070681	-52.16076922	  -29.25	  -21.59	 5.6444
 68002	208.88514577	-47.28826623	  -57.37	  -44.55	 2.4419
 68009	208.91245239	-82.66613370	  -23.57	  -22.34	 6.0696
 68030	208.95903546	+14.05648077	 -291.30	    8.92	 6.2758
 68065	209.04392096	+32.03248091	 -118.73	   47.62	 6.3972
 68079	209.08288986	-46.59272853	 -139.00	  -91.28	 5.9839
 68080	209.08330151	-54.13237314	  -27.27	  -19.53	 6.1704
 68092	209.11622229	+01.05054812	  -28.84	   13.80	 5.9656
 68101	209.13744032	-54.70411567	  -41.55	 -226.87	 6.1446
 68103	209.14234431	+27.49219825	   27.85	  -48.18	 5.1571
 68177	209.36561470	-23.02265201	  -34.72	    8.56	 6.2810
 68191	209.41223675	-63.68661607	  -40.19	  -33.30	 4.8736
 68245	209.56785293	-42.10070505	  -22.77	  -20.13	 3.7448
 68269	209.62990909	-24.97217765	  -49.36	  -29.53	 5.1814
 68270	209.63034692	-65.80057291	  -32.01	  -38.26	 6.3630
 68276	209.66220334	+21.69632070	  -10.82	  -43.39	 5.7682
 68279	209.66643807	+14.64941739	  -63.77	  -58.63	 6.1504
 68282	209.66988043	-44.80353128	  -27.51	  -22.44	 3.7877
 68333	209.82273640	-50.36960602	   28.79	  -17.00	 6.0872
 68390	210.00102565	-25.01017970	 -194.03	  -91.60	 5.8750
 68431	210.13689119	-78.58995905	  -14.27	   -8.87	 6.0966
 68455	210.21922691	-66.26885145	 -116.30	  -24.22	 6.0467
 68478	210.29388658	+27.38654765	  -79.65	   19.64	 6.2900
 68493	210.32950204	-40.22194467	  -27.76	    0.89	 6.2754
 68498	210.33504065	+08.89490934	   32.20	   -0.93	 6.0138
 68520	210.41159670	+01.54458351	   17.49	  -21.27	 4.2777
 68523	210.43121618	-45.60337069	    8.64	  -16.25	 4.4632
 68537	210.46127020	+68.67868520	  -33.56	   -4.70	 6.4838
 68567	210.55068730	+45.75364743	   28.27	  -78.31	 6.4267
 68581	210.59501143	-27.42976275	  -31.96	   -4.05	 5.6282
 68594	210.63315757	+09.68626599	 -189.86	  -69.67	 6.3275
 68637	210.74906399	+50.97182549	  -19.17	   -6.40	 6.1722
 68641	210.75710951	-31.68419562	   23.75	   65.77	 6.2870
 68643	210.76742489	-17.36698962	 -183.96	   -9.58	 6.4658
 68670	210.86072931	-56.21338131	  -65.35	  -21.47	 6.0878
 68673	210.86455938	-41.42330435	  -33.63	  -15.82	 6.0670
 68682	210.88458717	+10.78751788	   84.41	 -304.40	 6.4115
 68687	210.90328676	+07.54621280	  -38.10	  -17.44	 6.4111
 68702	210.95601920	-60.37297887	  -33.27	  -23.16	 0.5366
 68705	210.97123901	-22.42161692	   -8.79	    7.47	 6.4079
 68707	210.98234315	+04.90098001	  -10.66	   -2.64	 6.3310
 68756	211.09760812	+64.37580870	  -56.34	   17.21	 3.6452
 68776	211.15604090	+02.29752933	  -39.40	    1.04	 6.4432
 68815	211.33375586	-76.79667657	  -87.54	  -32.54	 5.0740
 68842	211.44387827	-54.66930131	  -53.79	  -25.89	 6.2697
 68862	211.51160830	-41.17958028	  -22.90	  -21.69	 4.2873
 68872	211.54546613	-43.09161927	   -8.02	  -33.58	 6.3448
 68895	211.59278732	-26.68201863	   43.70	 -141.18	 3.4187
 68902	211.60483600	-59.71590247	   -2.21	    0.30	 6.4555
 68933	211.67218593	-36.36869558	 -520.53	 -518.06	 2.2226
 68940	211.67877824	-09.31352502	 -141.07	    3.77	 5.5468
 68956	211.73534290	+74.59375011	  -53.42	   13.50	 6.4823
 69011	211.92015858	-48.70395868	  -35.38	  -27.82	 6.4337
 69038	211.98227749	+43.85452476	   11.63	  -30.08	 5.0970
 69068	212.07231700	+49.45802062	  -59.57	   60.42	 5.3410
 69090	212.11544640	-74.85072341	 -242.89	  180.65	 6.1426
 69112	212.21253716	+77.54743310	  -30.45	   32.85	 4.9527
 69113	212.21626020	-43.47073651	  -19.82	  -17.16	 6.1784
 69122	212.23444415	-59.27667037	  -11.59	  -16.46	 6.3561
 69174	212.39609365	-51.50464551	  -32.25	  -11.63	 5.9574
 69191	212.47898584	-53.43872569	 -144.78	  -90.34	 4.9002
 69226	212.59978547	+25.09182294	  -23.43	  -59.79	 4.9280
 69241	212.62879703	-70.30545034	   -6.10	   -4.95	 6.1678
 69269	212.71034771	-16.30200337	    4.28	  -10.82	 5.0150
 69298	212.75805132	-69.71926771	  -31.87	  -19.53	 6.1288
 69316	212.81306892	+32.29579901	  -22.40	   38.15	 6.3022
 69373	213.01688973	+69.43266856	  -25.69	  -49.15	 5.2687
 69389	213.06595976	+02.40949639	  -42.59	  -26.70	 4.9532
 69415	213.19180448	-27.26110000	  -14.14	  -33.83	 5.2345
 69427	213.22392119	-10.27404387	    7.25	  139.88	 4.3251
 69458	213.30519959	-26.61226630	   13.62	  -17.04	 6.3969
